Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1124,Housing mediation,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1719,Local authority mortgage scheme (LAMS),Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1617,Mortgage references,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,652,Private housing advice,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1616,Private landlord support,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,108,Private tenant advice,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,140,Communal housing repairs,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,129,Council home modernisation,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,125,Demolitions - alternative housing,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,126,Demolitions - disturbance allowance,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,127,Demolitions - tenants' responsibilities,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,139,Emergency out of hours housing repairs,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,666,House surveying - major repairs,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1054,Housing Care and Repair scheme,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,132,Housing improvements - temporary accommodation,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,144,Housing modernisation schemes,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,141,Housing repairs,Service
70,Improvements and repairs,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,146,Rechargeable home repairs,Service
71,Multiple occupancy homes,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,149,Fair rents inspection,Service
71,Multiple occupancy homes,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,716,Houses in multiple occupation register,Service
71,Multiple occupancy homes,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,150,Houses in multiple occupation safety inspection,Service
71,Multiple occupancy homes,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,717,Landlord accreditation,Service
71,Multiple occupancy homes,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1798,Rent repayment order,Service
72,Leisure and culture,,2013-04-03,2013-04-03,,Function,,,,,,,,
73,Arts and entertainment,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1372,Art commissions,Service
73,Arts and entertainment,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1791,Arts  and creative classes,Service
73,Arts and entertainment,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,884,Arts development,Service
73,Arts and entertainment,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,838,Arts organisations and events,Service
73,Arts and entertainment,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1517,Music rooms and recording studios,Service
74,Events and exhibitions,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,468,Countryside events,Service
74,Events and exhibitions,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,624,Exhibitions,Service
74,Events and exhibitions,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,463,Outdoor events,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1466,Accessibility - local facilities,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1789,Exercise and fitness classes,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,465,Fishing ,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,241,Leisure and social activities inclusion,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,456,Leisure passes,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,640,Older people's  activities,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1793,Outdoor activities,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,642,Young people's drop in activities,Service
75,Leisure activities,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,643,Young people's organised activities,Service
76,Libraries,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,,,,
160,Library membership,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,438,Joining a library,Service
160,Library membership,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,437,Library facilities,Service
160,Library membership,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,443,Library fines,Service
160,Library membership,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,440,Library loan renewals,Service
160,Library membership,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,1141,Library loans,Service
160,Library membership,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,441,Library reservations,Service
160,Library membership,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,446,Library sales,Service
160,Library membership,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,444,Mobile libraries,Service
161,Reference and research,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,448,Archives,Service
161,Reference and research,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,1061,European Public Information Centre (EPIC) network,Service
161,Reference and research,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,439,Library catalogues,Service
161,Reference and research,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,1062,Library collections,Service
161,Reference and research,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,442,Library computers and the internet,Service
161,Reference and research,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,445,Library information services,Service
